OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,CreationDate,Creator,EditDate,Editor,Shape__Area,Shape__Length,GlobalID
300,ARCH,Lands - http://landsnet.nps.gov/tractsnet/documents/ARCH/Metadata/arch_metadata.xml,Arches National Park,2018/04/09 00:00:00+00,UT,IM,1455716,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239940,Arches,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:41:30.422+00,RJohnson@nps.gov_nps,509081047.066406,167803.69436736,d9948b03-f89d-4596-b99d-e32f99dd8f7b
301,FOLA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOLA/METADATA/fola_metadata.xml,Fort Laramie National Historic Site,2018/04/09 00:00:00+00,WY,IM,1597073,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196718,Fort Laramie,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:41:37.777+00,RJohnson@nps.gov_nps,6622287.3359375,15922.164550982,52d568b9-d64a-4887-8315-373d0b76f213
302,TUMA,Lands - http://landsnet.nps.gov/tractsnet/documents/TUMA/Metadata/tuma_metadata.xml,Tumacacori National Historical Park,2018/04/05 00:00:00+00,AZ,IM,35519,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239936,Tumacácori,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:41:43.729+00,RJohnson@nps.gov_nps,2026700.3671875,10102.4445820217,9a3bae44-6858-4b0c-8ed1-f3961858fd0c
305,WICL,Lands - http://landsnet.nps.gov/tractsnet/documents/WICL/Metadata/wicl_metadata.xml,President William Jefferson Clinton Birthplace Home National Historic Site,2018/07/24 00:00:00+00,AR,MW,2733433,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169653,President William Jefferson Clinton Birthplace Home,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:42:06.316+00,RJohnson@nps.gov_nps,3372.28515625,307.894400352742,7cbc398d-19e4-4d72-b7fa-dc016d821b7c
306,FOUS,Lands - http://landsnet.nps.gov/tractsnet/documents/FOUS/Metadata/FOUS_metadata.xml,Fort Union Trading Post National Historic Site,2018/07/24 00:00:00+00,ND,MW,771520,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225692,Fort Union Trading Post,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:42:12.436+00,RJohnson@nps.gov_nps,4006610.3125,24728.7048898327,017c6951-da6a-4dc6-afda-6cf71e5e3cd8
307,GRCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRCA/METADATA/grca_metadata.xml,Grand Canyon National Park,2018/07/25 00:00:00+00,AZ,IM,23866,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209617,Grand Canyon,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:42:32.221+00,RJohnson@nps.gov_nps,7486947649.53125,2129022.11723133,ea1af2a4-fa68-4b4d-8081-cf9ec96bafd7
308,PAIS,Lands - http://landsnet.nps.gov/tractsnet/documents/PAIS/Metadata/pais_metadata.xml,Padre Island National Seashore,2018/07/26 00:00:00+00,TX,IM,1383785,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239939,Padre Island,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:42:43.876+00,RJohnson@nps.gov_nps,668799343.619141,264808.385416626,d4c5cd78-c941-4399-8224-c52acd4988c3
309,MEVE,Lands - http://landsnet.nps.gov/tractsnet/documents/MEVE/Metadata/meve_metadata.xml,Mesa Verde National Park,2018/07/18 00:00:00+00,CO,IM,179042,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048549,Mesa Verde,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:42:51.277+00,RJohnson@nps.gov_nps,343422764.308594,102110.745008303,6cb1d8bc-cdf3-425b-a4a1-d23603832fc6
310,CUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/CUIS/Metadata/CUIS_metadata.xml,Cumberland Island National Seashore,2018/10/16 00:00:00+00,GA,SE,325829,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259622,Cumberland Island,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:42:58.032+00,RJohnson@nps.gov_nps,211346295.478516,84530.8535102352,d95cb1b4-861d-45cd-9741-61051cf71d4e
313,OZAR,Lands - http://landsnet.nps.gov/tractsnet/documents/ozar/Metadata/ozar_metadata.xml,Ozark National Scenic Riverway,2018/11/19 00:00:00+00,MO,MW,751466,National Scenic Riverway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194487,Ozark,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:43:21.264+00,RJohnson@nps.gov_nps,525270476.003906,549290.244622367,624b306c-0fbe-4d75-be0b-0c46e042fcef
314,FILA,Lands - http://landsnet.nps.gov/tractsnet/documents/FILA/METADATA/fila_metadata.xml,First Ladies National Historic Site,2018/11/20 00:00:00+00,OH,MW,2035610,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2203269,First Ladies,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:43:27.958+00,RJohnson@nps.gov_nps,3210.1484375,357.621036370753,ca612178-95ad-4979-8227-de4a71792a9d
315,WICR,Lands - http://landsnet.nps.gov/tractsnet/documents/WICR/Metadata/wicr_metadata.xml,Wilson's Creek National Battlefield,2018/11/29 00:00:00+00,MO,MW,735922,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048197,Wilson's Creek,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:43:37.207+00,RJohnson@nps.gov_nps,15461925.5429688,19787.5170627076,bc548f9e-cd89-44af-89fe-d66d50c0a740
316,GWCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GWCA/Metadata/gwca_metadata.xml,George Washington Carver National Monument,2018/11/30 00:00:00+00,MO,MW,718402,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048161,George Washington Carver,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:43:46.491+00,RJohnson@nps.gov_nps,1530092.890625,5054.57240729236,ed91b8c6-4459-4795-a863-da75f8ce4a00
317,HAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/HAVO/Metadata/havo_metadata.xml,Hawai'i Volcanoes National Park,2019/09/09 00:00:00+00,HI,PW,365210,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165326,Hawaii Volcanoes,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:43:52.987+00,RJohnson@nps.gov_nps,1642952585.79297,360599.68498387,53baf09c-7fa0-4d4b-bb50-9dee80aebf0d
319,SACN,Lands - http://landsnet.nps.gov/tractsnet/documents/SACN/METADATA/sacn_metadata.xml,Saint Croix National Scenic Riverway,2019/02/07 00:00:00+00,WI,MW,1888958,National Scenic Riverway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223253,Saint Croix,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:44:05.863+00,RJohnson@nps.gov_nps,590945456.515625,998646.031794454,ef9bbcbf-c9cc-4888-b5bc-211f7d5e6dfc
322,VALL,Lands - http://landsnet.nps.gov/tractsnet/documents/VALL/Metadata/vall_metadata.xml,Valles Caldera National Preserve,2019/03/07 00:00:00+00,NM,IM,2035517,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230265,Valles Caldera,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:44:17.678+00,RJohnson@nps.gov_nps,550013350.320313,105904.990387199,b81b6117-8f6e-4a47-9bcf-91e13dd4e556
324,CUVA,Lands - http://landsnet.nps.gov/tractsnet/documents/CUVA/Metadata/CUVA_metadata.xml,Cuyahoga Valley National Park,2019/03/21 00:00:00+00,OH,MW,1066328,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225690,Cuyahoga Valley,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:44:31.083+00,RJohnson@nps.gov_nps,234527745.285156,295869.549337709,7f1416a6-3c3e-43d0-8dfa-2ce8ed01d0e7
326,WRST,Lands - http://landsnet.nps.gov/tractsnet/documents/WRST/Metadata/WRST_metadata.xml,Wrangell-St. Elias National Park,2019/03/21 00:00:00+00,AK,AK,1416055,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225708,Wrangell - St Elias,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:44:53.276+00,RJohnson@nps.gov_nps,143491354330.938,4604526.10815673,d3f18615-2cbc-40b2-95f2-b85dc018789a
327,WRST,Lands - http://landsnet.nps.gov/tractsnet/documents/WRST/Metadata/WRST_metadata.xml,Wrangell-St. Elias National Preserve,2019/03/21 00:00:00+00,AK,AK,1416055,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225708,Wrangell - St Elias,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:45:00.448+00,RJohnson@nps.gov_nps,88466472706.0938,3693950.70223617,70bae960-b5e7-4b3d-ab57-d4e4e0fdd578
328,GLBA,Lands - http://landsnet.nps.gov/tractsnet/documents/GLBA/Metadata/GLBA_metadata.xml,Glacier Bay National Park,2019/03/21 00:00:00+00,AK,AK,1416041,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225695,Glacier Bay,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:45:06.193+00,RJohnson@nps.gov_nps,48488640181.8984,1398465.59043657,5ec3b512-ef0a-4780-b3ec-0dc08e75e1ad
329,GLBA,Lands - http://landsnet.nps.gov/tractsnet/documents/GLBA/Metadata/GLBA_metadata.xml,Glacier Bay National Preserve,2019/03/21 00:00:00+00,AK,AK,1416041,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225695,Glacier Bay,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:45:12.428+00,RJohnson@nps.gov_nps,883612940.289063,162604.843777146,175c5dfe-16cc-478f-ad87-d668f788ce4a
330,KATM,Lands - http://landsnet.nps.gov/tractsnet/documents/KATM/Metadata/KATM_metadata.xml,Katmai National Park,2019/03/21 00:00:00+00,AK,AK,1416045,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225697,Katmai,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:45:20.894+00,RJohnson@nps.gov_nps,54700887079.1641,2137438.57267007,3bf686be-d8e8-4b4b-9ab9-201bd1f5372c
331,KEFJ,Lands - http://landsnet.nps.gov/tractsnet/documents/KEFJ/Metadata/KEFJ_metadata.xml,Kenai Fjords National Park,2019/03/21 00:00:00+00,AK,AK,1419645,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225698,Kenai Fjords,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:57:59.633+00,RJohnson@nps.gov_nps,10644791850.0313,2248617.96529859,e881f83c-4f36-4907-af06-5863c3fe6922
332,LACL,Lands - http://landsnet.nps.gov/tractsnet/documents/LACL/Metadata/LACL_metadata.xml,Lake Clark National Preserve,2019/03/21 00:00:00+00,AK,AK,1416049,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225701,Lake Clark,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:45:39.083+00,RJohnson@nps.gov_nps,23601541338.9375,1537894.83967632,187c8cd5-a133-413b-8596-e8eb18bf9d98
333,NOAT,Lands - http://landsnet.nps.gov/tractsnet/documents/NOAT/Metadata/NOAT_metadata.xml,Noatak National Preserve,2019/03/21 00:00:00+00,AK,AK,1413640,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225703,Noatak,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:45:46.817+00,RJohnson@nps.gov_nps,188945902817.172,4014144.27540023,ee4976bd-df92-4ec8-a81f-2582bd6d2ad5
334,BELA,Lands - http://landsnet.nps.gov/tractsnet/documents/BELA/Metadata/BELA_metadata.xml,Bering Land Bridge National Preserve,2019/03/21 00:00:00+00,AK,AK,1416037,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225684,Bering Land Bridge,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:45:52.426+00,RJohnson@nps.gov_nps,67597384710.1563,2294617.8810904,0c4454ba-5822-429c-8c59-1dae213c1a79
335,ALAG,Lands - http://landsnet.nps.gov/tractsnet/documents/ALAG/Metadata/ALAG_metadata.xml,Alagnak Wild River,2019/03/21 00:00:00+00,AK,AK,2733449,Wild River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225686,Alagnak,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:45:58.797+00,RJohnson@nps.gov_nps,471454875.078125,355058.637020324,51145d07-b649-41b4-8a6c-b73acb33049a
336,SITK,Lands - http://landsnet.nps.gov/tractsnet/documents/SITK/Metadata/SITK_metadata.xml,Sitka National Historical Park,2019/03/21 00:00:00+00,AK,AK,1417085,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225705,Sitka,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:46:04.912+00,RJohnson@nps.gov_nps,1585915.09375,6970.87188658875,d7090307-1989-423f-a2d6-74cf9956c9d5
337,ANIA,Lands - http://landsnet.nps.gov/tractsnet/documents/ANIA/Metadata/ANIA_metadata.xml,Aniakchak National Monument,2019/03/21 00:00:00+00,AK,AK,1416034,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225685,Aniakchak,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:46:11.295+00,RJohnson@nps.gov_nps,1858321465.60156,203938.433072934,768c6c85-1b74-4822-90d2-16b45d103cf4
338,CAKR,Lands - http://landsnet.nps.gov/tractsnet/documents/CAKR/Metadata/CAKR_metadata.xml,Cape Krusenstern National Monument,2019/03/21 00:00:00+00,AK,AK,1416038,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225689,Cape Krusenstern,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:46:18.813+00,RJohnson@nps.gov_nps,17732641955.75,997377.45461327,a07a9e79-db7a-426b-a696-21d5909aca9f
339,GAAR,Lands - http://landsnet.nps.gov/tractsnet/documents/GAAR/Metadata/GAAR_metadata.xml,Gates of the Arctic National Park,2019/03/21 00:00:00+00,AK,AK,1416040,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225693,Gates of the Arctic,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:46:26.783+00,RJohnson@nps.gov_nps,212324575568.344,3462283.50773473,af05a2e7-bd7d-4757-ae5a-7c4846e804f7
341,KATM,Lands - http://landsnet.nps.gov/tractsnet/documents/KATM/Metadata/KATM_metadata.xml,Katmai National Preserve,2019/03/21 00:00:00+00,AK,AK,1416045,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225697,Katmai,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:46:42.748+00,RJohnson@nps.gov_nps,6322639618.70313,555297.366015019,1c81b264-a3e7-4069-99ba-a4f0e00c133a
342,KOVA,Lands - http://landsnet.nps.gov/tractsnet/documents/KOVA/Metadata/KOVA_metadata.xml,Kobuk Valley National Park,2019/03/21 00:00:00+00,AK,AK,1416046,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225700,Kobuk Valley,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:46:52.876+00,RJohnson@nps.gov_nps,47596457122.8281,1349409.63162049,0d72a9aa-94e7-4f54-b619-fcfe39441a85
343,GAAR,Lands - http://landsnet.nps.gov/tractsnet/documents/GAAR/Metadata/GAAR_metadata.xml,Gates of the Arctic National Preserve,2019/03/21 00:00:00+00,AK,AK,1416040,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225693,Gates of the Arctic,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:47:00.003+00,RJohnson@nps.gov_nps,25732643141.3281,1424110.57326097,a8619598-b162-4b92-ac8b-b0442bbf8f4b
344,ANIA,Lands - http://landsnet.nps.gov/tractsnet/documents/ANIA/Metadata/ANIA_metadata.xml,Aniakchak National Preserve,2019/03/21 00:00:00+00,AK,AK,1416034,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225685,Aniakchak,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:47:06.989+00,RJohnson@nps.gov_nps,6295613356.34375,560029.114948348,4b270d74-19b4-4bd3-a171-013b1572bb82
345,YUCH,Lands - http://landsnet.nps.gov/tractsnet/documents/YUCH/Metadata/YUCH_metadata.xml,Yukon-Charley Rivers National Preserve,2019/03/21 00:00:00+00,AK,AK,1416058,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225709,Yukon - Charley Rivers,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:47:14.190+00,RJohnson@nps.gov_nps,57303516508.8125,1789010.55656071,916c93c3-3eea-48c3-ac57-0da5dd5ddc1f
346,LACL,Lands - http://landsnet.nps.gov/tractsnet/documents/LACL/Metadata/LACL_metadata.xml,Lake Clark National Park,2019/03/21 00:00:00+00,AK,AK,1416049,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225701,Lake Clark,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:47:20.129+00,RJohnson@nps.gov_nps,43868618504.8594,1777173.55299606,4916b782-23e8-45a9-a61c-ce686b84d9fc
347,KLGO,Lands - http://landsnet.nps.gov/tractsnet/documents/KLGO/Metadata/KLGO_metadata.xml,Klondike Gold Rush National Historical Park,2019/03/21 00:00:00+00,AK,AK,1423115,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225699,Klondike Gold Rush,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:47:25.878+00,RJohnson@nps.gov_nps,204807453.0625,174215.827250203,efbd633b-eb76-4f84-af13-c8071a3dd0f4
348,ROMO,Lands - http://landsnet.nps.gov/tractsnet/documents/ROMO/METADATA/romo_metadata.xml,Rocky Mountain National Park,2019/06/30 00:00:00+00,CO,IM,204948,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209626,Rocky Mountain,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:47:33.324+00,RJohnson@nps.gov_nps,1862889419.83203,297463.310875421,ff9a5be2-2ee1-466f-9baa-0a134eaae0d5
349,ROCR,Lands - http://landsnet.nps.gov/tractsnet/documents/ROCR/METADATA/rocr_metadata.xml,Rock Creek Park,2019/05/30 00:00:00+00,DC,NC,530563,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2244324,Rock Creek Park,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:47:41.633+00,RJohnson@nps.gov_nps,11722714.9609375,26892.2785679974,496cee15-9cf1-4ce5-98c2-15ef26b472b0
351,MANA,Lands - http://landsnet.nps.gov/tractsnet/documents/MANA/Metadata/mana_metadata.xml,Manassas National Battlefield Park,2019/06/11 00:00:00+00,VA,NC,1470042,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048179,Manassas,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:47:54.941+00,RJohnson@nps.gov_nps,34215862.8515625,45903.828310707,ce9ad826-1cfe-4d5b-a9c6-2e032232e169
352,KAHO,Lands - http://landsnet.nps.gov/tractsnet/documents/KAHO/Metadata/kaho_metadata.xml,Kaloko-Honokohau National Historical Park,2019/05/08 00:00:00+00,HI,PW,1879023,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181917,Kaloko-Honokohau,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:48:01.401+00,RJohnson@nps.gov_nps,5746560.765625,12219.8441314625,e51d76dd-7e95-4cb3-94b0-d454ce81280f
353,JOTR,Lands - http://landsnet.nps.gov/tractsnet/documents/JOTR/Metadata/jotr_metadata.xml,Joshua Tree National Park,2019/06/13 00:00:00+00,CA,PW,277261,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048550,Joshua Tree,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:48:07.870+00,RJohnson@nps.gov_nps,4698082882.75,540677.207202646,076fc96b-e056-4f58-8c8d-0357aee89cb5
354,IATR,Lands - http://landsnet.nps.gov/tractsnet/documents/IATR/Metadata/iatr_metadata.xml,Ice Age National Scenic Trail,2019/06/30 00:00:00+00,WI,MW,2733461,National Scenic Trail,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048397,Ice Age,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:48:13.838+00,RJohnson@nps.gov_nps,1181653.95703125,6202.38367762229,2182a11a-bf0c-4567-980f-c8a241622e0a
355,HEHO,Lands - http://landsnet.nps.gov/tractsnet/documents/HEHO/Metadata/heho_metadata.xml,Herbert Hoover National Historic Site,2019/06/30 00:00:00+00,IA,MW,457629,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188824,Herbert Hoover,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:48:22.146+00,RJohnson@nps.gov_nps,1357394.55078125,5325.09895134692,05b8f17d-15c8-4eaa-a73a-58f9377171c0
356,FOSC,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSC/Metadata/fosc_metadata.xml,Fort Scott National Historic Site,2019/05/02 00:00:00+00,KS,MW,480986,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166414,Fort Scott,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:48:28.287+00,RJohnson@nps.gov_nps,132981.2578125,1717.18239912217,7328e802-0a9f-45cf-9ab5-66170ad230cd
357,FLFO,Lands - http://landsnet.nps.gov/tractsnet/documents/FLFO/Metadata/flfo_metadata.xml,Florissant Fossil Beds National Monument,2019/05/02 00:00:00+00,CO,IM,191398,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047956,Florissant Fossil Beds,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:48:34.827+00,RJohnson@nps.gov_nps,41975464.9335938,38025.6702668203,d3fb88cd-a305-4fed-8050-110c3d14a89a
358,EVER,Lands - http://landsnet.nps.gov/tractsnet/documents/EVER/Metadata/ever_metadata.xml,Everglades National Park,2019/06/24 00:00:00+00,FL,SE,293666,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2264901,Everglades,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:48:40.870+00,RJohnson@nps.gov_nps,7625863020.52148,558822.071514119,44918110-b8d2-4f21-9c45-ac5336ebb090
359,COLO,Lands - http://landsnet.nps.gov/tractsnet/documents/COLO/Metadata/colo_metadata.xml,Colonial National Historical Park,2019/06/30 00:00:00+00,VA,NE,1478412,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2264898,Colonial,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:48:47.323+00,RJohnson@nps.gov_nps,54414975.6679688,215325.712764415,bb5a1314-3305-4e79-b537-f9a7e1294941
